Feature ordinal,Feature,Bio MAF v4 block,Recommended status,Feature count origin,What this feature measures,Why this feature is in v4,Plain-English interpretation,Source / grounding,Downloaded/local provenance,Likely reviewer criticism,Response / rationale,Signature separation note
210,driver_gene_functional_event_log_count__BCL2L11,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL2L11 is included because: OncoKB annotated; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in BCL2L11,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene BCL2L11.,OncoKB annotated; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
211,driver_gene_role_matched_event_log_count__BCL2L11,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL2L11 is included because: OncoKB annotated; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in BCL2L11; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in BCL2L11 that better matches how that gene is known to drive cancer.,OncoKB annotated; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
212,driver_gene_functional_event_log_count__BCL6,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL6 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in BCL6,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene BCL6.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
213,driver_gene_role_matched_event_log_count__BCL6,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL6 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in BCL6; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in BCL6 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
214,driver_gene_functional_event_log_count__BCL7A,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL7A is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in BCL7A,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene BCL7A.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
215,driver_gene_role_matched_event_log_count__BCL7A,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL7A is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in BCL7A; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in BCL7A that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
216,driver_gene_functional_event_log_count__BCL9,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL9 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in BCL9,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene BCL9.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
217,driver_gene_role_matched_event_log_count__BCL9,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL9 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in BCL9; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in BCL9 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
218,driver_gene_functional_event_log_count__BCL9L,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL9L is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in BCL9L,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene BCL9L.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
219,driver_gene_role_matched_event_log_count__BCL9L,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. BCL9L is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in BCL9L; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in BCL9L that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
