gene,oncokb_gene_type,oncokb_source_count,oncokb_annotated,cosmic_cgc_v99_flag_in_oncokb,intogen_2024_driver,vogelstein_2013,cancer_hotspots_v3_gene,primary_driver_evidence_count,selected_for_v4_exact_gene_block,selection_rule
CCN6,ONCOGENE_AND_TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCNB1IP1,INSUFFICIENT_EVIDENCE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCNB3,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCND1,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCND2,ONCOGENE,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCND3,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCNE1,ONCOGENE,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCNQ,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCNT1,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CCR7,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CCT2,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CCT6B,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD19,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD209,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CD22,NEITHER,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD274,ONCOGENE,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD276,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD28,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD36,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD58,TSG,3,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD70,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD74,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD79A,ONCOGENE,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CD79B,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDC42,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDC73,TSG,7,True,True,True,True,False,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDH1,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDH10,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CDH11,ONCOGENE,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDH2,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDH4,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDK12,TSG,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDK4,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDK6,ONCOGENE,6,True,True,False,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDK8,ONCOGENE,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDKN1A,TSG,4,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDKN1B,TSG,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDKN1C,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDKN2A,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDKN2B,TSG,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDKN2C,TSG,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CDX2,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CEBPA,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CENPA,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CEP43,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CEP89,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CHCHD7,INSUFFICIENT_EVIDENCE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHD2,TSG,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHD4,ONCOGENE,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHD7,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CHEK1,TSG,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHEK2,TSG,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHIC2,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHN1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHRDL1,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CHTF8,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CHUK,ONCOGENE_AND_TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CIC,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CIITA,TSG,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CILK1,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CKS1B,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CLIP1,ONCOGENE,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CLP1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CLTC,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CLTCL1,INSUFFICIENT_EVIDENCE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CMTR2,TSG,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CNBP,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CNOT3,,1,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CNOT9,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CNTRL,INSUFFICIENT_EVIDENCE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
COL1A1,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
COL2A1,TSG,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
COL5A1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
COL6A3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
COL6A6,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
COP1,ONCOGENE_AND_TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CPEB3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CPS1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CRBN,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CREB1,ONCOGENE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CREB3L1,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CREB3L2,INSUFFICIENT_EVIDENCE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CREBBP,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CREM,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CRKL,ONCOGENE,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CRLF2,ONCOGENE,6,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CRTC1,ONCOGENE,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CRTC3,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CSDE1,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CSF1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CSF1R,INSUFFICIENT_EVIDENCE,6,True,False,True,True,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CSF3R,ONCOGENE,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CSMD3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CSPG4,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CTC1,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CTCF,TSG,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CTDNEP1,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CTLA4,ONCOGENE,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CTNNA1,TSG,3,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CTNNA2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CTNNB1,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CTNND2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CTR9,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CUL3,TSG,4,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CUL4A,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CUX1,TSG,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CXCR4,ONCOGENE,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CYLD,TSG,5,True,True,True,True,False,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CYP17A1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CYP19A1,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
CYP2C8,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
CYSLTR2,ONCOGENE,3,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
D2HGDH,ONCOGENE_AND_TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DAXX,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DAZAP1,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DCAF12L2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
DCC,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
DCTN1,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DCUN1D1,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDB2,TSG,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDIT3,INSUFFICIENT_EVIDENCE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDR1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDR2,ONCOGENE,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDX10,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDX3X,TSG,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDX4,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDX41,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDX5,ONCOGENE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DDX6,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DEK,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DGCR8,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
DHX15,ONCOGENE_AND_TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DHX9,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
DICER1,TSG,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DIS3,TSG,4,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DIS3L2,ONCOGENE_AND_TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DKK1,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DKK2,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DKK3,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DKK4,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DLL3,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DNAJB1,INSUFFICIENT_EVIDENCE,4,True,True,False,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DNM2,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DNMT1,ONCOGENE,4,True,False,False,True,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DNMT3A,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DNMT3B,TSG,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DOT1L,ONCOGENE,5,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DPYD,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DROSHA,INSUFFICIENT_EVIDENCE,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
DSP,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
DTX1,TSG,3,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
